Triazine_ID,SMILES,MolWt,LogP,TPSA,HBD,HBA,RotatableBonds,AromaticRings,n_triazine_rings,mol,PAINS,PAINS_Alert,BRENK,BRENK_Alert,NIH,NIH_Alert,ZINC,ZINC_Alert,Alert_Count,Has_Hydrazine,Has_Acyl_Hydrazide
TRZ04204,Cc1nnc(-c2nc(C(=O)N3CCC(F)CC3)cs2)nc1C,321.38,2.19,71.87,0,6,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF545F0>,False,,False,,False,,False,,0,False,False
TRZ04205,Cc1nnc(-c2nc(C(=O)N3CCC(F)(F)CC3)cs2)nc1C,339.37,2.48,71.87,0,6,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF54660>,False,,False,,False,,False,,0,False,False
TRZ04206,CCc1cnc(N2CCC(CCCOc3cc(F)c(-c4nnc(C)c(C)n4)c(F)c3)CC2)nc1,468.55,4.86,76.92,0,7,8,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF546D0>,False,,True,Aliphatic_long_chain,False,,False,,1,False,False
TRZ04207,Cc1nnc(C2CCCC(Nc3ccc(C#N)c(C(F)(F)F)c3)C2)nc1C,375.4,4.52,74.49,1,5,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF54740>,False,,False,,False,,False,,0,False,False
TRZ04208,COc1c(F)cc(Cc2nnc(C)c(C)n2)cc1F,265.26,2.37,47.9,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF547B0>,False,,False,,False,,False,,0,False,False
TRZ04209,Cc1ccc(NC(=O)[C@H]2CC(F)(F)C[C@@H]2c2nnc(C)c(C)n2)c(C)c1,360.41,3.87,67.77,1,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF54820>,False,,False,,False,,False,,0,False,False
TRZ04210,Cc1nnc(C(C)c2cc(F)c(CN3S[C@H](c4ccccc4)C(=O)C(=O)[C@@H]3C)cc2F)nc1C,482.56,4.65,76.05,0,7,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF54890>,True,imine_one_A(321),True,diketo_group,True,sulf_D2_nitrogen,False,,3,False,False
TRZ04211,Cc1nnc(C(C)c2cc(F)c(CN3SC(c4ccccc4)C(=O)C(=O)C3C)cc2F)nc1C,482.56,4.65,76.05,0,7,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF54900>,True,imine_one_A(321),True,diketo_group,True,sulf_D2_nitrogen,False,,3,False,False
TRZ04213,Cc1nnc(Cc2cc(F)c(CN3[C@@H](C)CC[C@H](c4ccccc4)S3(=O)=O)cc2F)nc1C,472.56,4.41,76.05,0,5,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF54970>,False,,False,,False,,False,,0,False,False
TRZ04214,Cc1nnc(C(C)c2cc(F)c(CN3[C@@H](C)CC[C@H](c4ccccc4)S3(=O)=O)cc2F)nc1C,486.59,4.97,76.05,0,5,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF549E0>,False,,False,,False,,False,,0,False,False
TRZ04216,Cc1nnc(-c2cc(-c3cccc(-n4ccc5cc(C6CC6)cc(F)c5c4=O)c3CON)c[nH]2)nc1C,496.55,4.86,111.71,2,6,6,5,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF54A50>,False,,True,Oxygen-nitrogen_single_bond,False,,False,,1,False,False
TRZ04217,Cc1nnc(-c2c(F)cc(C(C)(C)C)cc2CN)nc1C,288.37,3.05,64.69,1,4,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF54AC0>,False,,False,,False,,False,,0,False,False
TRZ04218,Cc1ccc(/C=C/[C@@H]2[C@@H]3[C@@H](C)OC(=O)[C@]3(c3nnc(C)c(C)n3)CC(F)(F)[C@H]2C)nc1,428.48,4.0,77.86,0,6,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF54B30>,False,,False,,False,,False,,0,False,False
TRZ04219,Cc1nnc([C@@]23CC(F)(F)[C@@H](C)[C@H](/C=C/c4ccc(N)cn4)[C@@H]2[C@@H](C)OC3=O)nc1C,429.47,3.27,103.88,1,7,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF54BA0>,False,,False,,False,,False,,0,False,False
TRZ04223,Cc1nnc(-c2cccc(S(=O)(=O)Nc3ccccc3C(F)(F)F)c2)nc1C,408.41,3.98,84.84,1,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF54C10>,False,,False,,False,,False,,0,False,False
TRZ04226,Cc1nnc(-c2ccnc(NC(=O)C(C)c3ccc(F)cc3)c2)nc1C,351.39,3.43,80.66,1,5,4,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF54C80>,False,,False,,False,,False,,0,False,False
TRZ04227,Cc1nnc(C(C)c2ccc(C(F)(F)F)cc2)nc1C,281.28,3.66,38.67,0,3,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF54CF0>,False,,False,,False,,False,,0,False,False
TRZ04228,Cc1nnc(C(C)c2ccc(C(F)(F)F)cc2F)nc1C,299.27,3.8,38.67,0,3,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF54D60>,False,,False,,False,,False,,0,False,False
TRZ04229,Cc1nnc(-c2cncc(C(F)(F)F)c2)nc1C,254.21,2.57,51.56,0,4,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF54DD0>,False,,False,,False,,False,,0,False,False
TRZ04230,Cc1nnc(-c2cccc(OC(F)F)n2)nc1C,252.22,2.15,60.79,0,5,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF54E40>,False,,False,,False,,False,,0,False,False
TRZ04231,Cc1nnc(-c2cccc(OCC(F)(F)F)n2)nc1C,284.24,2.49,60.79,0,5,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF54EB0>,False,,False,,False,,False,,0,False,False
TRZ04232,Cc1nnc(-c2cccc(OCC(O)(C(F)(F)F)C(F)(F)F)n2)nc1C,382.26,2.78,81.02,1,6,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF54F20>,False,,False,,False,,False,,0,False,False
TRZ04233,Cc1nnc(C(C)N=Cc2cc(F)cc(F)c2)nc1C,276.29,2.95,51.03,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF54F90>,False,,True,imine_1,False,,False,,1,False,False
TRZ04234,Cc1nnc(-c2c(-c3ccc(F)cc3)oc3cc4c(cc23)CCCCN4S(C)(=O)=O)nc1C,466.54,4.81,89.19,0,6,3,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF55000>,False,,False,,False,,False,,0,False,False
TRZ04235,Cc1nnc(C(CC2=CC=C(F)CC2)N2CC=C(C3=CC(Cl)=CCC3n3cnnn3)CC2)nc1C,495.01,4.81,85.51,0,7,6,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF55070>,False,,False,,False,,False,,0,False,False
TRZ04236,Cc1nnc(-c2cccc(F)c2-c2nnc(C)c(C)n2)nc1C,310.34,2.76,77.34,0,6,2,3,2,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF550E0>,False,,False,,False,,False,,0,False,False
TRZ04237,CCNC(=O)NC1=NCC(C2=CN=CC(c3nnc(C)c(C)n3)C2)=C(n2cc(C(F)(F)F)cn2)C1,487.49,3.18,122.34,2,7,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF55150>,False,,False,,False,,False,,0,False,False
TRZ04240,Cc1nnc(C(=O)Nc2ccc(N3CCCC(F)(F)CCC3)nc2)nc1C,376.41,3.15,83.9,1,6,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF551C0>,False,,False,,False,,False,,0,False,False
TRZ04241,Cc1ccc(-c2nnc(C)c(C)n2)c(NC(=O)c2cn(-c3ncccc3Cl)nc2C(F)(F)F)c1,487.87,4.97,98.48,1,6,4,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF55230>,False,,False,,False,,False,,0,False,False
TRZ04242,CCC(c1nnc(C)c(C)n1)C(O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,393.33,4.75,58.9,1,4,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF552A0>,False,,False,,False,,False,,0,False,False
TRZ04243,Cc1nnc(-c2c(C)[nH]c(=O)c(C(=O)O)c2-c2cccc(C(F)(F)F)c2)nc1C,404.35,3.54,108.83,2,5,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF55310>,False,,False,,False,,False,,0,False,False
TRZ04244,Cc1nnc(-c2cn3c4c(c(N5CCN(C)CC5)c(F)cc4c2=O)OCC3C)nc1C,424.48,2.31,76.38,0,7,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF55380>,False,,False,,False,,False,,0,False,False
TRZ04245,Cc1nnc(C2CC3CSC(NC(=O)c4ccccc4)=NC3(c3ccc(F)cc3F)CO2)nc1C,495.56,4.27,89.36,1,7,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF553F0>,False,,False,,False,,False,,0,False,False
TRZ04246,Cc1nnc(C(C)N=Cc2ccc(F)c(C(F)(F)F)c2)nc1C,326.3,3.83,51.03,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF55460>,False,,True,imine_1,False,,False,,1,False,False
TRZ04247,Cc1nnc(C(O)c2ccc(-c3noc(-c4cnn(-c5ccccc5)c4C(F)(F)F)n3)cc2)nc1C,493.45,4.49,115.64,1,8,5,5,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF554D0>,False,,False,,False,,False,,0,False,False
TRZ04248,Cc1ccc(Nc2c(-c3nnc(C)c(C)n3)c3c(c(=O)n2C)CCC3)c(F)c1,379.44,3.53,72.7,1,5,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF55540>,False,,False,,False,,False,,0,False,False
TRZ04249,Cc1nnc(C(F)(F)c2ccc3nc(N)n(S)c3c2)nc1C,322.34,2.25,82.51,2,6,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF555B0>,False,,True,thiol_2,False,,False,,1,False,False
TRZ04250,CCCCC(OC(N)=O)(c1cccc(C(F)(F)F)c1)c1nnc(C)c(C)n1,382.39,4.04,90.99,1,5,6,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF55620>,False,,False,,False,,False,,0,False,False
TRZ04254,Cc1nnc(-c2ccccc2CCc2ccc(F)c(C(=O)N3CC4OCCN(C)C4C3)c2)nc1C,475.57,3.23,71.45,0,6,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF55690>,False,,False,,False,,False,,0,False,False
TRZ04255,CCNC(=O)NC1=NCC2=C(C1)c1cc(C(F)(F)F)nn1C1C2=CN=CC1c1nnc(C)c(C)n1,485.47,2.89,122.34,2,7,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF55700>,False,,False,,False,,False,,0,False,False
TRZ04256,Cc1nnc(Cc2ccc(OCCC3CC3C3CCN(c4ncc(Cl)cn4)CC3)cc2F)nc1C,497.02,4.98,76.92,0,7,8,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF55770>,False,,False,,False,,False,,0,False,False
TRZ04257,Cc1nnc(-c2ccn3c4c(nc3c2)CC(c2cc(F)c(F)cc2F)CC4)nc1C,409.42,4.49,55.97,0,4,2,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF557E0>,False,,True,halogenated_ring_1,False,,False,,1,False,False
TRZ04258,Cc1nnc(Cc2ccc(OCCC3CC3C3CCNCC3)cc2F)nc1C,384.5,3.62,59.93,1,5,7,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF55850>,False,,False,,False,,False,,0,False,False
TRZ04259,CCOC(=O)CC(Cc1ccc(-c2cc(F)ccc2OC)cc1)NC(=O)c1nnc(C)c(C)n1,466.51,3.6,103.3,1,7,9,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF558C0>,False,,False,,False,,False,,0,False,False
TRZ04260,Cc1nnc(C2OCCN(c3ccc(C#N)cc3F)C2=N)nc1C,326.34,2.05,98.78,1,6,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF55930>,False,,True,imine_1,False,,False,,1,False,False
TRZ04261,CCc1ccc(F)c(-c2nnc(C)c(C)n2)c1,231.27,2.86,38.67,0,3,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF559A0>,False,,False,,False,,False,,0,False,False
TRZ04264,CCOc1ccc(Cc2nnc(C)c(C)n2)c(F)c1,261.3,2.62,47.9,0,4,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF55A10>,False,,False,,False,,False,,0,False,False
TRZ04265,Cc1nnc(Cc2ccc(OCCN(C)C)cc2F)nc1C,304.37,2.16,51.14,0,5,6,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF55A80>,False,,False,,False,,False,,0,False,False
TRZ04266,CN[C@@H](C)COc1ccc(Cc2nnc(C)c(C)n2)c(F)c1,304.37,2.21,59.93,1,5,6,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF55AF0>,False,,False,,False,,False,,0,False,False
TRZ04267,CN[C@H](C)COc1ccc(Cc2nnc(C)c(C)n2)c(F)c1,304.37,2.21,59.93,1,5,6,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF55B60>,False,,False,,False,,False,,0,False,False
TRZ04268,CN[C@@H](COc1ccc(Cc2nnc(C)c(C)n2)c(F)c1)C(C)C,332.42,2.84,59.93,1,5,7,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF55BD0>,False,,False,,False,,False,,0,False,False
TRZ04269,Cc1nnc(Cc2ccc(O[C@@H]3CCN(C)C3)cc2F)nc1C,316.38,2.3,51.14,0,5,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF55C40>,False,,False,,False,,False,,0,False,False
TRZ04270,Cc1nnc(Cc2ccc(OC[C@H]3CCCN3C)cc2F)nc1C,330.41,2.69,51.14,0,5,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF55CB0>,False,,False,,False,,False,,0,False,False
TRZ04271,Cc1nnc(Cc2ccc(OC[C@@H](C)NC(=O)OC(C)(C)C)cc2F)nc1C,390.46,3.51,86.23,1,6,6,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF55D20>,False,,False,,False,,False,,0,False,False
TRZ04272,Cc1nnc(Cc2ccc(OC[C@H](C)NC(=O)OC(C)(C)C)cc2F)nc1C,390.46,3.51,86.23,1,6,6,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF55D90>,False,,False,,False,,False,,0,False,False
TRZ04273,Cc1nnc(Cc2ccc(OC[C@H]3CCCN3C(=O)OC(C)(C)C)cc2F)nc1C,416.5,4.0,77.44,0,6,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF55E00>,False,,False,,False,,False,,0,False,False
TRZ04274,Cc1nnc(Cc2ccc(OC[C@H](NC(=O)OC(C)(C)C)C(C)C)cc2F)nc1C,418.51,4.15,86.23,1,6,7,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF55E70>,False,,False,,False,,False,,0,False,False
TRZ04275,Cc1nnc(Cc2ccc(O[C@@H]3CCN(C(=O)OC(C)(C)C)C3)cc2F)nc1C,402.47,3.61,77.44,0,6,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF55EE0>,False,,False,,False,,False,,0,False,False
TRZ04276,Cc1nnc(Cc2ccc(OCCN(C)C(=O)OC(C)(C)C)cc2F)nc1C,390.46,3.46,77.44,0,6,6,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF55F50>,False,,False,,False,,False,,0,False,False
TRZ04278,Cc1cc(OC[C@H]2COC(C)(C)N2C(=O)OC(C)(C)C)c(F)cc1-c1nnc(C)c(C)n1,446.52,4.35,86.67,0,7,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF55FC0>,False,,False,,False,,False,,0,False,False
TRZ04279,Cc1nnc(-c2cc(F)c3c(c2Cl)C(C)(C)OC(=O)N2[C@H](CCO3)COC2(C)C)nc1C,464.93,4.54,86.67,0,7,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF56030>,False,,False,,False,,False,,0,False,False
TRZ04280,Cc1nnc(-c2ncc(F)cc2N2CCOCC2)nc1C,289.31,1.53,64.03,0,6,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF560A0>,False,,False,,False,,False,,0,False,False
TRZ04281,Cc1nnc(-c2cccc(F)c2N2CCOCC2)nc1C,288.33,2.13,51.14,0,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF56110>,False,,False,,False,,False,,0,False,False
TRZ04282,Cc1nnc(-c2ccc(C(F)(F)F)cc2N2CCOCC2)nc1C,338.33,3.01,51.14,0,5,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF56180>,False,,False,,False,,False,,0,False,False
TRZ04283,Cc1nnc(-c2ncc(C(F)(F)F)cc2N2CCOCC2)nc1C,339.32,2.41,64.03,0,6,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF561F0>,False,,False,,False,,False,,0,False,False
TRZ04284,Cc1nnc(-c2ncc(C(F)(F)F)cc2CCO)nc1C,298.27,2.1,71.79,1,5,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF56260>,False,,False,,False,,False,,0,False,False
TRZ04285,Cc1nnc(-c2ccc(F)nc2N2CCOCC2)nc1C,289.31,1.53,64.03,0,6,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF562D0>,False,,True,2-halo_pyridine,False,,False,,1,False,False
TRZ04286,COC/C=C/c1cc(C(F)(F)F)cnc1-c1nnc(C)c(C)n1,324.31,3.23,60.79,0,5,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF56340>,False,,False,,False,,False,,0,False,False
TRZ04287,COCC(C)(C)Nc1cc(C(F)(F)F)cnc1-c1nnc(C)c(C)n1,355.36,3.41,72.82,1,6,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF563B0>,False,,False,,False,,False,,0,False,False
TRZ04288,Cc1nnc(-c2cn(CC(F)(F)F)nc2N2CCOCC2)nc1C,342.33,1.75,68.96,0,6,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF56420>,False,,False,,False,,False,,0,False,False
TRZ04289,Cc1nnc(-c2nc(C(F)(F)F)sc2N2CCOCC2=O)nc1C,359.33,1.99,81.1,0,7,2,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF56490>,False,,False,,False,,False,,0,False,False
TRZ04290,CC/C=C/c1cc(C(F)(F)F)cnc1-c1nnc(C)c(C)n1,308.31,3.99,51.56,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF56500>,False,,False,,False,,False,,0,False,False
TRZ04291,CCCCc1cc(C(F)(F)F)cnc1-c1nnc(C)c(C)n1,310.32,3.91,51.56,0,4,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF56570>,False,,False,,False,,False,,0,False,False
TRZ04292,CCC(C)(C)Nc1cc(C(F)(F)F)cnc1-c1nnc(C)c(C)n1,339.37,4.17,63.59,1,5,4,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF565E0>,False,,False,,False,,False,,0,False,False
TRZ04293,CC[C@@H]1C[C@H]1c1cc(C(F)(F)F)cnc1-c1nnc(C)c(C)n1,322.33,4.08,51.56,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF56650>,False,,False,,False,,False,,0,False,False
TRZ04294,CC[C@H]1C[C@@H]1c1cc(C(F)(F)F)cnc1-c1nnc(C)c(C)n1,322.33,4.08,51.56,0,4,3,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF566C0>,False,,False,,False,,False,,0,False,False
TRZ04296,Cc1nnc(-c2ccc(CN(c3ccccc3F)S(C)(=O)=O)c(F)c2)nc1C,404.44,3.4,76.05,0,5,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF56730>,False,,False,,False,,False,,0,False,False
TRZ04297,Cc1nnc(-c2ccc(CN(c3ccc(Br)cc3)S(C)(=O)=O)c(F)c2)nc1C,465.35,4.02,76.05,0,5,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF567A0>,False,,False,,False,,False,,0,False,False
TRZ04298,Cc1nnc(-c2ccc(CN(c3ccccc3Cl)S(C)(=O)=O)c(F)c2)nc1C,420.9,3.91,76.05,0,5,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF56810>,False,,False,,False,,False,,0,False,False
TRZ04300,Cc1nnc(-c2ccc(CN(c3ccccc3C(F)(F)F)S(C)(=O)=O)c(F)c2)nc1C,454.45,4.28,76.05,0,5,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF56880>,False,,False,,False,,False,,0,False,False
TRZ04304,Cc1nnc(-c2ccc(CN(c3ccc(Cl)cc3)S(C)(=O)=O)c(F)c2)nc1C,420.9,3.91,76.05,0,5,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF568F0>,False,,False,,False,,False,,0,False,False
TRZ04305,Cc1nnc(-c2ccc(CN(c3cncnc3)S(C)(=O)=O)c(F)c2)nc1C,388.43,2.05,101.83,0,7,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF56960>,False,,False,,False,,False,,0,False,False
TRZ04308,CCS(=O)(=O)N(Cc1ccc(-c2nnc(C)c(C)n2)cc1F)c1ccccc1,400.48,3.65,76.05,0,5,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF569D0>,False,,False,,False,,False,,0,False,False
TRZ04309,CCS(=O)(=O)N(Cc1ccc(-c2nnc(C)c(C)n2)cn1)c1cc(F)cc(F)c1,419.46,3.18,88.94,0,6,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF56A40>,False,,False,,False,,False,,0,False,False
TRZ04311,Cc1nnc(-c2ccc(CN(c3ccccc3)S(=O)(=O)CCCN3CC[C@@H](F)C3)cc2)nc1C,483.61,3.93,79.29,0,6,9,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF56AB0>,False,,False,,False,,False,,0,False,False
TRZ04312,Cc1nnc(-c2ccc(CN(c3ccccc3)S(=O)(=O)CCCN3CCC(F)C3)cc2)nc1C,483.61,3.93,79.29,0,6,9,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF56B20>,False,,False,,False,,False,,0,False,False
TRZ04314,Cc1nnc(-c2ccc(CN(c3cccc(F)c3)S(=O)(=O)c3cccnc3)c(F)c2)nc1C,467.5,4.22,88.94,0,6,6,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF56B90>,False,,False,,False,,False,,0,False,False
TRZ04315,Cc1nnc(-c2ccc(CN(c3ccccc3)S(C)(=O)=O)c(F)c2)nc1C,386.45,3.26,76.05,0,5,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF56C00>,False,,False,,False,,False,,0,False,False
TRZ04316,Cc1nnc(-c2ccc(CN(c3cccc(F)c3)S(=O)(=O)c3cccnc3)cc2)nc1C,449.51,4.09,88.94,0,6,6,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF56C70>,False,,False,,False,,False,,0,False,False
TRZ04318,Cc1nnc(-c2ccc(CN(c3cccc(C(F)(F)F)c3)S(C)(=O)=O)nc2)nc1C,437.45,3.54,88.94,0,6,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF56CE0>,False,,False,,False,,False,,0,False,False
TRZ04319,CCS(=O)(=O)N(Cc1ccc(-c2nnc(C)c(C)n2)cc1F)c1ccc2cnn(C)c2c1,454.53,3.54,93.87,0,6,6,4,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF56D50>,False,,False,,False,,False,,0,False,False
TRZ04320,Cc1nnc(-c2ccc(CCS(=O)(=O)NC3CCN(C(=O)OC(C)(C)C)CC3)c(F)c2)nc1C,493.61,3.16,114.38,1,7,6,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF56DC0>,False,,False,,False,,False,,0,False,False
TRZ04321,Cc1nnc(-c2ccc(CN(C3CCN(C(=O)OC(C)(C)C)CC3)S(C)(=O)=O)c(F)c2)nc1C,493.61,3.46,105.59,0,7,5,2,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF56E30>,False,,False,,False,,False,,0,False,False
TRZ04323,Cc1nnc(-c2ccc(CN(c3cccnc3)S(C)(=O)=O)c(F)c2)nc1C,387.44,2.66,88.94,0,6,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF56EA0>,False,,False,,False,,False,,0,False,False
TRZ04324,Cc1ccc(N(Cc2ccc(-c3nnc(C)c(C)n3)cc2F)S(C)(=O)=O)cc1,400.48,3.57,76.05,0,5,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF56F10>,False,,False,,False,,False,,0,False,False
TRZ04326,Cc1nnc(-c2ccc(CN(c3ccc(F)cc3)S(=O)(=O)N3CCOCC3)cc2)nc1C,457.53,2.88,88.52,0,6,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF56F80>,False,,False,,False,,False,,0,False,False
TRZ04328,Cc1nnc(-c2ccc(CN(c3cccc(F)c3)S(C)(=O)=O)nc2)nc1C,387.44,2.66,88.94,0,6,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF56FF0>,False,,False,,False,,False,,0,False,False
TRZ04331,COc1ccccc1N(Cc1ccc(-c2nnc(C)c(C)n2)cc1F)S(C)(=O)=O,416.48,3.27,85.28,0,6,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF57060>,False,,False,,False,,False,,0,False,False
TRZ04332,CCS(=O)(=O)N(Cc1ccc(-c2nnc(C)c(C)n2)cc1F)c1cccc(C2CCN(C)CC2)c1,497.64,4.46,79.29,0,6,7,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF570D0>,False,,False,,False,,False,,0,False,False
TRZ04334,Cc1nnc(-c2ccc(CN(c3ccccc3)S(=O)(=O)CCCN3CCOCC3)c(F)c2)nc1C,499.61,3.35,88.52,0,7,9,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF57140>,False,,False,,False,,False,,0,False,False
TRZ04335,Cc1nnc(-c2ccc(CN(c3cccnc3)S(C)(=O)=O)cc2F)nc1C,387.44,2.66,88.94,0,6,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF571B0>,False,,False,,False,,False,,0,False,False
TRZ04336,Cc1nnc(-c2ccc(CN(c3ccc(F)cc3)S(C)(=O)=O)c(F)c2)nc1C,404.44,3.4,76.05,0,5,5,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF57220>,False,,False,,False,,False,,0,False,False
TRZ04337,COc1cccc(N(Cc2ccc(-c3nnc(C)c(C)n3)cc2F)S(C)(=O)=O)c1,416.48,3.27,85.28,0,6,6,3,1,<rdkit.Chem.rdchem.Mol object at 0x000002BD2AF57290>,False,,False,,False,,False,,0,False,False
